Key,english
resourceCrushedSandDesc,ทรายละเอียดเป็นทรัพยากรหลัก\nที่สามารถหลอมในเตาหลอมเพื่อทำแก้วและใช้ประดิษฐ์สิ่งของ.
resourceDoorKnob,ลูกบิดประตูทองเหลือง
resourceDuctTape,เทปกาว
resourceDuctTapeDesc,เทปพันท่อมีประโยชน์สำหรับการทำหลายอย่าง\nตามคำกล่าวของ แมดโมล แม็คไดเวอร์\nต้องมีทรัพยากรดีๆในการทำสิ่งที่เจ๋งกว่า.
resourceElectricParts,ชิ้นส่วนไฟฟ้า
resourceElectricPartsDesc,สายไฟ สวิตซ์ ข้อต่อเกลียว...
resourceElectronicParts,ชิ้นส่วนอิเล็กทรอนิกส์
resourceElectronicPartsDesc,ตัวต้านทาน ตัวเก็บประจุ ไมโครชิปหรือชิ้นส่วนของแผงวงจร...
resourceFeather,ขนนก
resourceFeatherDesc,ขนนกมักพบในรังนกหรือจากการแล่นก สามารถใช้ทำลูกธนูและหน้าไม้ได้.
resourceFishingWeight,ตะกั่วตกปลา
resourceForgedIron,แท่งเหล็กหลอม
resourceForgedIronDesc,สามารถคราฟได้ที่เตาหลอม และใช้ประดิษฐ์ ซ่อมแซม และอัพเกรดสิ่งต่าง ๆ.
resourceForgedSteel,แท่งเหล็กกล้าหลอม
resourceForgedSteelDesc,สามารถสร้างได้ที่เตาหลอมหลังจากติดตั้งเบ้าหลอม เหล็กกล้านั้นใช้ทำไอเทมที่แข็งแกร่งได้หลายอย่าง.
resourceGlue,กาว
resourceGlueDesc,กาวมีประโยชน์ในการทำเทปพันสายไฟของคุณเอง.
resourceGoldNugget,ก้อนทองคำ
resourceGunPowder,ดินปืน
resourceGunPowderBundle,กองดินปืน(1000)
resourceGunPowderBundleDesc,This is a compact stack of gunpowder. Use this item to open and unpack it.
resourceGunPowderDesc,ดินปืนที่ทำจากถ่านหินและไนเตรต\nสามารถใช้ทำกระสุนและวัตถุระเบิดได้
resourceHeadlight,ไฟหน้า
resourceHeadlightDesc,A headlight is useful for creating a vehicle and lighting.
resourceHubcap,ฝาครอบดุมล้อ
resourceHubcapDesc,An old hubcap can be used as part of a recipe to make a homemade landmine. It's great to be a gearhead.
resourceIronFragment,เหล็กดิบ
resourceIronFragmentBundle,กองเหล็กดิบ(1200)
resourceIronFragmentBundleDesc,นี่คือกองเหล็กดิบขนาดกะทัดรัด.
resourceIronFragmentDesc,เหล็กดิบควรหลอมในเตาหลอม
resourceLeadBundle,กองตะกั่ว(6000)
resourceLeadBundleDesc,นี่คือกองตะกั่วขนาดกะทัดรัด.
resourceLeadObjectGroupDesc,ตะกั่วสามารถนำไปย่อยเพื่อรับเศษตะกั่ว\nหรือหลอมในเตาหลอมเพื่อเป็นทรัพยากรหลักได้.
resourceLeather,หนังสัตร์
resourceLeatherDesc,หนังใช้ทำสิ่งของได้หลากหลาย ทั้งเสื้อผ้า หน้าไม้ และเครื่องเป่าลม.
resourceLockPick,กุญแจผี
resourceLockPickBundle,กองกุญแจผี(50)
resourceLockPickBundleDesc,นี่คือชุดกุญแจผีขนาดกะทัดรัด.
resourceLockPickDesc,หากคุณมีกุญแจผี ในคลังของคุณ คุณสามารถเลือกล็อคมาซักอันได้โดยกด 'E' ค้างไว้แล้วเลือก ปลดล็อค.\nไม่จำเป็นต้องติดตั้งบนเข็มขัด.
resourceMechanicalParts,ชิ้นส่วนเครื่องกล
resourceMechanicalPartsDesc,ชิ้นส่วนเล็กๆ เช่น เฟือง น็อต และสลักเกลียว.
resourceMetalPipe,ท่อเหล็กสั้น
resourceMetalPipeDesc,ท่อเหล็กสั้นที่ค่อนข้างธรรมดา แต่สามารถนำไปใช้ได้หลากหลาย.
resourceMilitaryFiber,ไฟเบอร์เกรดทหาร
resourceMilitaryFiberDesc,Military grade synthetic fibers are used to repair military armor. (ballistic armor to be accurate)
resourceMilitaryFiberSchematic,Military Fiber Schematic
resourceNail,ตะปู
resourceNailDesc,ตะปูใช้ทำเฟอร์นิเจอร์ ลังเก็บของขนาดใหญ่ และเป็นกระสุนสำหรับปืนยิงตะปู.
resourceOil,น้ำมัน
resourceOilDesc,น้ำมันเป็นส่วนประกอบสำคัญสำหรับการสร้างกับดักและม็อดต่างๆ.
resourceOilSchematic,สูตรสร้างน้ำมัน
resourceOilShale,หินน้ำมัน
resourceOilShaleBundle,กองหินน้ำมัน(6000)
resourceOilShaleBundleDesc,This is a compact stack of oil shale. Use this item to open and unpack it.
resourceOilShaleDesc,หินน้ำมันสามารถพบได้ในทะเลทราย\n\nและสร้างเป็นก๊าซที่โต๊ะเคมี.
resourcePaint,สี
resourcePaintDesc,ใช้แปรงทาสีเพื่อทาสีบล็อค.
resourcePaper,กระดาษ
resourcePaperDesc,กระดาษสามารถใช้กับส่วนผสมอื่นๆ เพื่อทำกระสุนปืนลูกซอง กระสุน ปืนปากแตร ไดนาไมต์ และอื่นๆ.
resourcePotassiumNitratePowder,ผงไนเตรต
resourcePotassiumNitratePowderBundle,กองผงไนเตรต (6000)
resourcePotassiumNitratePowderBundleDesc,นี่คือกองผงไนเตรตขนาดกะทัดรัด ใช้ไอเทมนี้ในการเปิดและแกะมัน.
resourcePotassiumNitratePowderDesc,เฮ้ กัปตันมนุษย์ถ้ำ! ไนเตรตมีประโยชน์หลายอย่างในการประดิษฐ์ เช่น การทำดินปืน ในถ้ำนั้นมีหินงอกหินย้อยมากมาย ไปขุดมัน!
resourceRadiator,หม้อน้ำทองเหลือง
resourceRawDiamond,เพชรดิบ
resourceRepairKit,ชุดซ่อม
resourceRepairKitDesc,ชุดซ่อมใช้สำหรับซ่อมแซมสิ่งของที่ถือและสวมใส่\nรวมถึงยานพาหนะ และอื่นๆ.
resourceRocketCasing,ปลอกจรวด
resourceRocketCasingDesc,A rocket casing is used to make ammo for the rocket launcher.
resourceRocketTip,หัวจรวด
resourceRocketTipDesc,A rocket tip is used to make ammo for the rocket launcher.
resourceRockSmall,หินก้อนเล็ก
resourceRockSmallBundle,กองหิน(6000)
resourceRockSmallBundleDesc,นี่คือกองหินก้อนเล็กๆ ใช้ไอเทมนี้ในการเปิดและแกะมัน.
resourceRockSmallDesc,ใช้ทำสูตรต่างๆ เช่น ขวานหิน แคมป์ไฟ และลูกธนู สามารถโยนเพื่อหันเหความสนใจของซอมบี้ & เป็นแหล่งหลอมหลัก.
resourceScrapBrass,ทองเหลือง
resourceScrapBrassDesc,ทรัพยากรหลักสำหรับการตีขึ้นรูป\n\nสามารถใช้ทำปลอกกระสุนในเตาหลอมได้.
resourceScrapIron,เหล็ก
resourceScrapIronBundle,กองเหล็ก(6000)
resourceScrapIronBundleDesc,This is a compact stack of iron. Use this item to open and unpack it.
resourceScrapIronDesc,ทรัพยากรหลักสำหรับการประดิษฐ์ การหลอม การซ่อมแซมและการอัพเกรดกำแพง ท่านับจากไม้เเล้วก็ไม่มีประโยชน์ไปมากกว่ากัน.
resourceScrapLead,ตะกั่ว
resourceScrapLeadDesc,ทรัพยากรหลักสำหรับการตีขึ้นรูป\n\nใช้ทำกระสุนและอื่นๆในเตาหลอมได้.
resourceScrapPolymers,เศษโพลีเมอร์
resourceScrapPolymersDesc,เศษยางและพลาสติก\n\nคุณอาจคราฟเป็นรูปทรงต่างๆได้ตามใจ.
resourceSewingKit,ชุดเย็บผ้า
resourceSewingKitDesc,ใช้ประดิษฐ์เสื้อผ้า ชุดเกราะ และดัดแปลง สามารถใช้รักษาเลือดไหลและบาดแผลได้\nคลิกขวาเพื่อรักษาผู้เล่นคนอื่น.
resourceSilverNugget,ก้อนเงิน
resourceSnowBall,ก้อนหิมะ
resourceSnowBallDesc,รู้แล้วต้องทำยังไง! เปลี่ยนให้เป็นน้ำดื่มชั้นดีได้บนแคมป์ไฟยังไงหล่ะ.
resourceSpring,สปริง
resourceSpringDesc,สปริงเหมาะอย่างยิ่งสำหรับทำเฟอร์นิเจอร์ ประตูห้องนิรภัย ประตูเพดาน และอื่นๆ.
